,0,1,2,3,4
0,0.8336279014964063,0.8406039709885706,0.6561017786259058,77.54010695187166,81.81818181818181
1,0.8429578109270615,0.8205421195255862,0.7538629691739163,83.33333333333334,76.32275132275132
2,0.8346090759978131,0.8542937437191802,0.634025539779087,78.17460317460318,83.51648351648352
3,0.7749576988155669,0.7254394251827381,0.4468630355165277,56.07142857142857,67.36111111111111
4,0.8712813927825656,0.2017531353995674,0.12291073982202008,50.0,5.0
5,0.8084764076916222,0.6028976249607647,0.3936193200410728,64.63768115942028,60.984848484848484
6,0.723107257915649,0.7782960489192609,0.5482139543015767,72.0959595959596,90.7451923076923
7,0.8227807185016549,0.8641387664704772,0.5662079927338783,80.0,67.83216783216783
8,0.7753619272234478,0.7750818989187449,0.40050687233495175,55.3030303030303,69.33333333333334
9,0.7939621421299579,0.8154848689126835,0.7833935154155914,91.93548387096774,87.5
10,0.7569524443211139,0.7844130456021975,0.2753849643547428,49.754901960784316,83.23863636363637
11,0.7524673371557478,0.8977867904383415,0.3761354606027263,47.72727272727273,87.5
12,0.86303209012818,0.8022954355080651,0.6455911114644618,97.5,73.71794871794873
13,0.7564994507506408,0.7230545116695468,0.2691074679858686,55.14705882352941,66.07142857142857
14,0.717415002134171,0.7650269440910111,0.3621942743751198,60.34618410700236,78.96505376344086
15,0.8576576493520405,0.4919398515697927,0.3183631566071366,87.5,46.82539682539682
16,0.7873078727579585,0.8738655115511551,0.6691839742492873,78.24074074074073,84.65473145780052
17,0.7409873022312135,0.8510739789570549,0.541322420307694,83.06159420289856,82.73026315789474
18,0.8638692525316933,0.8949935709586747,0.9360235608207537,100.0,92.85714285714286
19,0.7573556510787779,0.7479486359761296,0.3992038764520419,62.06140350877193,72.60536398467434
20,0.8193466883234073,0.8034664501475441,0.804506878283715,92.61904761904762,69.433465085639
21,0.7500139850525063,0.7809432691011993,0.6800663364676618,87.5,72.35294117647058
