,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,7481.5,1030.5,0.9000235654530457,0.8394847132973933,0.8178647105855676,0.8111442547432586,0.838801985524753,0.6533244400155122,0.9264673064048203,0.796228150873965,0.6533244400155122,0.817391304347826,0.8867924528301887,21.0,12.0,106.0,2174.0,15750.0,16606.0,1731.0,21.278019404483107,23.084643693542994
1,8637.5,2264.5,0.8508282236661481,0.7769564580532535,0.8798785000629544,0.7902650885348066,0.8622245596141178,0.6905472174010006,0.8808139534883721,0.7654109589041096,0.689018684792305,0.8446215139442231,0.8346456692913385,39.0,42.0,254.0,4672.0,18032.0,19998.0,3576.0,40.257110152328956,39.78163247336444
2,8187.0,933.0,0.87058501913614,0.7871734866082138,0.733831076259946,0.7827981566406951,0.856829017262199,0.5131736131736131,0.909508881922675,0.7765785213167836,0.5077682077682077,0.727891156462585,0.8425196850393701,40.0,20.0,127.0,1853.0,17287.0,17408.0,1439.0,23.874673629242817,27.634464751958223
3,10419.5,659.5,0.8616528631222726,0.6979504488330341,0.6023971877333482,0.6928385313857086,0.859558996012198,0.36035688668174537,0.9052389626160118,0.7126680820948337,0.36035688668174537,0.4601769911504425,0.7536231884057971,61.0,17.0,69.0,1413.0,21645.0,20873.0,1007.0,10.768163689960119,17.634818796601355
4,8791.0,113.0,0.9151122528761308,0.059995112414467255,0.13596968979398533,0.6595250255362615,0.25,0.009950248756218905,0.9720410563455576,0.019230769230769232,0.009950248756218905,0.08333333333333337,0.0625,11.0,15.0,16.0,208.0,18498.0,18183.0,4.0,3.0775806796324,2.3081855097243
5,11889.5,620.5,0.8472519628836546,0.5895212285456188,0.4849131152441481,0.6404957556224706,0.8321319787912433,0.2443245160636465,0.8893433135272784,0.6053670086819258,0.2443245160636465,0.39837398373983735,0.6805555555555556,74.0,23.0,72.0,1267.0,24651.0,23050.0,767.0,9.996914532551681,17.078062326442456
6,9667.5,1577.5,0.749332977588047,0.5758820370867549,0.5503561836271267,0.6067690243921118,0.7300831128963783,0.3168554788782959,0.7919873439370617,0.6337589535970103,0.31514021301208667,0.5341365461847389,0.6751269035532995,116.0,64.0,197.0,3211.0,20177.0,18523.0,2035.0,30.310282930164973,38.31096674929481
7,7246.5,677.5,0.8800971494311645,0.8011864412100076,0.677697815992695,0.7537054908074134,0.8698331444857855,0.5257605782126875,0.9241012779171145,0.7866766467065869,0.5195222698702214,0.6911764705882353,0.7966101694915254,21.0,12.0,59.0,1336.0,15410.0,15475.0,1051.0,12.676056338028168,14.609692050608738
8,10351.0,603.0,0.8076750650049314,0.6759154081353909,0.49117173846708645,0.6695341477752375,0.7340299795887084,0.25783988831647514,0.878540734894326,0.5785256410256411,0.25783988831647514,0.352,0.6666666666666667,81.0,22.0,66.0,1248.0,21558.0,20036.0,722.0,10.413744740532959,19.72300140252454
9,7816.0,1946.0,0.8092447253083275,0.8238567810245712,0.7694649176506229,0.766024789539212,0.838783658852783,0.6164924484290462,0.852756830868671,0.7893339768339769,0.6151129266632582,0.6745283018867925,0.9050632911392404,69.0,15.0,158.0,4144.0,16278.0,17415.0,3271.0,27.83868441660141,37.35317149569303
10,10518.5,317.5,0.8532071988924781,0.5612950347353115,0.35852369956350777,0.6378119187033006,0.7707622090369695,0.1883386053948832,0.9180327868852459,0.5555555555555556,0.1883386053948832,0.32432432432432434,0.6486486486486487,50.0,13.0,37.0,657.0,21913.0,20720.0,365.0,5.8990256864481845,11.798051372896369
11,9988.0,501.0,0.8147382272769997,0.6668765291651733,0.4414901212401456,0.7059830078232361,0.8368657270521472,0.2980935791823851,0.9056586525276533,0.6264478764478765,0.2980935791823851,0.43333333333333335,0.639344262295082,51.0,22.0,61.0,1036.0,20842.0,19814.0,649.0,10.032894736842104,14.802631578947368
12,10995.0,797.0,0.8775279959886344,0.7737730216555353,0.6667109005285035,0.6725360682457362,0.9046590407502103,0.3765799551560609,0.8984151621599542,0.7559055118110236,0.37377621683830387,0.6141732283464567,0.78,49.0,22.0,100.0,1651.0,22831.0,21995.0,1248.0,14.698677119059283,18.66731994120529
13,7928.0,265.0,0.821982179909679,0.31929223744292234,0.28070223989577525,0.7706838703896008,0.5416189931350115,0.2678794364187622,0.9353233830845771,0.23344947735191637,0.2678794364187622,0.26190476190476186,0.33333333333333337,31.0,22.0,33.0,574.0,16712.0,16168.0,134.0,6.868640148011101,8.74190564292322
14,11584.0,594.0,0.7457324012355715,0.5978996314265362,0.38318835554246555,0.6262496250349799,0.7685960591133005,0.16586181969489888,0.8374910905203136,0.5249597423510467,0.16586181969489888,0.27544910179640714,0.5897435897435898,121.0,32.0,78.0,1242.0,24012.0,21150.0,652.0,11.114629512349588,23.796706776440786
15,8901.0,213.0,0.8691889492954621,0.4650842186320173,0.33641269156054393,0.6594949695240231,0.37578947368421056,0.09334038054968288,0.9263306493778103,0.24367816091954023,0.09334038054968288,0.2195121951219512,0.34615384615384615,32.0,17.0,26.0,435.0,18691.0,17717.0,106.0,4.891304347826087,7.713210702341137
16,7736.5,1203.5,0.8064034886389717,0.7725371388935863,0.7163333675545279,0.681662393545899,0.868284147883997,0.4191943986333646,0.8321972521035254,0.7784336875245966,0.416601205764645,0.6074766355140186,0.8496732026143791,84.0,23.0,153.0,2541.0,16237.0,15627.0,1978.0,29.316585054289973,41.004896742601666
17,9341.5,1100.5,0.7182219662058371,0.7126245769052282,0.5740968554397949,0.6971386577566101,0.7911623716597538,0.35496465263194965,0.83164998622716,0.6502202643171806,0.35496465263194965,0.49444444444444446,0.7235772357723578,91.0,34.0,123.0,2270.0,19512.0,18115.0,1476.0,20.319383259911895,29.735682819383257
