,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,2545.0,8487.0,0.8767526805702839,0.7963239755887556,0.798946582506542,0.7810543065393697,0.8872527062336693,0.6049863387978143,0.9173704633645287,0.7854442344045368,0.6049863387978143,0.7787610619469026,0.854368932038835,25.0,15.0,103.0,2116.0,15408.0,16076.0,1662.0,21.147484886506216,23.200638758982546
1,5206.5,11228.0,0.8036604916280727,0.8576953055506571,0.692674562061356,0.6071866076950239,0.9342697652298111,0.4052718720108326,0.748731186559328,0.9128613322161709,0.4052718720108326,0.6770538243626063,0.9299610894941635,114.0,18.0,257.0,4774.0,18082.0,17113.0,4358.0,40.461821044345314,55.57596431382839
2,2512.0,9174.0,0.8550637741196991,0.7026592796021138,0.731644072723429,0.7510995416719668,0.8681917211328976,0.4794437730053577,0.896892955948074,0.7288676236044657,0.4789540570406172,0.7266187050359711,0.7829457364341086,38.0,28.0,129.0,1881.0,16915.0,16858.0,1371.0,24.69424651706902,26.608529192810803
3,2147.0,11415.0,0.8338151554971529,0.4263422017232993,0.5983955173117474,0.6916100078582066,0.9078729603729604,0.3769444893073276,0.9122110771914522,0.5448625180897251,0.3769444893073276,0.4512195121951219,0.5522388059701493,45.0,30.0,67.0,1382.0,21548.0,20917.0,753.0,10.514385353095031,12.868352223190934
4,540.5,8993.0,0.881908150783943,0.1167621776504298,0.07943469785575048,0.5091780075077004,0.20454545454545456,0.013513513513513514,0.9374454624781849,0.07211538461538461,0.01126126126126126,0.06060606060606055,0.125,31.0,14.0,16.0,208.0,18128.0,17189.0,15.0,3.139648969802682,6.475526000218031
5,2028.5,12705.0,0.8481306572215663,0.45157621229038625,0.49575647917398685,0.7120416506857921,0.726948976948977,0.2695919867814225,0.9197583787996882,0.39531368102796677,0.2695919867814225,0.4222222222222223,0.5205479452054795,52.0,35.0,73.0,1323.0,24337.0,23601.0,523.0,10.237631476431632,12.621737436696533
6,3799.5,11425.0,0.7205882352941176,0.8157127784263105,0.5534727015456941,0.5739965028060506,0.8257252599777731,0.3270333610375553,0.7305550796642111,0.7675626145387905,0.3259995264510892,0.5137614678899083,0.84,159.0,32.0,200.0,3274.0,20074.0,17057.0,2513.0,30.824556896994604,50.39815052658618
7,1715.5,7949.0,0.879906894816306,0.7899371716963641,0.6971397810683525,0.6263896546425762,0.9243523520852941,0.41526152779163283,0.8829324307989846,0.8479827089337176,0.4079921430030449,0.6091954022988506,0.8548387096774194,34.0,9.0,62.0,1388.0,15158.0,14609.0,1177.0,13.481517274704034,18.91761294998792
8,1952.5,11385.0,0.7334211682037769,0.7410488742449204,0.3403417821083848,0.5361294768993857,0.7394444444444445,0.1375302052604136,0.7761696545693048,0.7229013854930725,0.1375302052604136,0.26794258373205737,0.8615384615384616,153.0,9.0,65.0,1227.0,21643.0,17751.0,887.0,10.227272727272728,32.88461538461539
9,4459.5,9962.0,0.7805159606504718,0.939515010305755,0.6921574417512184,0.6602198963450205,0.9433584463830916,0.4587141907081116,0.7647232909144718,0.9223541048466865,0.4587141907081116,0.584313725490196,0.9675324675324676,106.0,5.0,154.0,4044.0,16230.0,15504.0,3730.0,27.33188720173536,45.25734569118517
10,1095.0,11020.0,0.8680461021871313,0.46092943201376935,0.427669599695834,0.603446934511933,0.743975468975469,0.19896263898234484,0.9215955374535152,0.47678018575851394,0.19896263898234484,0.3278688524590164,0.5555555555555556,41.0,16.0,36.0,646.0,21942.0,20817.0,308.0,5.735020798300734,9.717674130454023
11,1762.5,10821.0,0.8412199630314232,0.7376676926384341,0.5066198586490558,0.5866815037918411,0.8241818930657481,0.23920563097033684,0.8731996353691887,0.7245349867139061,0.23920563097033684,0.4201680672268907,0.7462686567164178,69.0,17.0,67.0,1129.0,20811.0,19158.0,818.0,10.98861047835991,19.517084282460136
12,253.0,10382.0,0.9716790289952798,0.05928853754940711,0.5,0.7442148760330578,0.13793103448275862,0.34782608695652173,0.9905713746935697,0.08290155440414508,0.34782608695652173,0.5,0.11111111111111116,1.0,8.0,9.0,193.0,21019.0,21012.0,16.0,1.5267175572519085,0.3392705682782019
