20,100,30,20,100,30
200,50,30,20,20,30
20,50,30,20,50,30
200,50,30,20,20,30
20,20,30,20,20,30
200,20,30,200,50,30
50,20,30,20,100,30
50,20,30,200,50,30
200,50,30,100,20,30
20,200,30,20,200,30
20,200,30,20,200,30
20,50,30,20,200,30
200,50,30,200,20,30
20,20,30,50,20,30
100,20,30,20,100,30
