,cas,,,10,,,60,,
,,,,0,1,2,0,1,2
0,0.915544396,0.760869565,0.598522928,0.882053336,0.848398136,0.486055026,0.834099211,0.831114766,0.66079022
1,0.861414993,0.798784458,0.538454526,0.832569426,0.768368093,0.49033862,0.836643177,0.784415769,0.760086977
2,0.906830309,0.800863465,0.509485025,0.866880685,0.885311235,0.410652578,0.824603609,0.858864136,0.616482596
3,0.896592815,0.70204978,0.381784089,0.836650743,0.731313001,0.266735311,0.7736664,0.73431379,0.447992052
4,0.971976401,0.052884615,0.028205128,0.869588346,0.136574269,0.015498563,0.80734302,0.236616253,0.099908403
5,0.878869817,0.5288,0.193655433,0.834817931,0.742060568,0.17945679,0.784882826,0.656494142,0.358811847
6,0.812075866,0.632839584,0.42301964,0.764852121,0.682621102,0.339137937,0.713725069,0.75515393,0.536632906
7,0.901443778,0.810628743,0.446737294,0.885992122,0.859208021,0.412355408,0.783798272,0.869313145,0.532168249
8,0.88378113,0.528932355,0.181724548,0.809721671,0.56031584,0.145314486,0.775003344,0.770499347,0.3985989
9,0.864648886,0.790743966,0.662481078,0.831569108,0.844963605,0.572331615,0.79661212,0.822241405,0.784953556
10,0.905502932,0.388127854,0.147034588,0.832825387,0.545065085,0.108032345,0.763136202,0.724252522,0.268618567
11,0.889328615,0.806673209,0.281543268,0.853789434,0.851940954,0.239831809,0.747955635,0.855372872,0.365452184
12,0.897890541,0.839582053,0.386137658,0.856446197,0.900589716,0.315556369,0.845607794,0.879569474,0.598876898
13,0.917505626,0.509124088,0.206128742,0.830898076,0.721023714,0.130752221,0.771207128,0.685216319,0.277493691
14,0.867868351,0.441611842,0.171111217,0.799556138,0.696088555,0.151879196,0.716073849,0.694639249,0.355184242
15,0.920431486,0.209195402,0.09307802,0.789104518,0.487693584,0.064382303,0.788318883,0.626062163,0.248358834
16,0.841114376,0.789154189,0.447960521,0.805063154,0.835059761,0.395850516,0.780881663,0.848021177,0.668053655
17,0.856140679,0.732916481,0.39438209,0.809119732,0.806527151,0.322398473,0.734363371,0.84361317,0.534817419
18,0.771550058,0.695009242,0.737553022,0.754537642,0.734447218,0.68438136,0.859665718,0.831602102,0.980571893
19,0.882925072,0.734270415,0.296485642,0.82526119,0.745252842,0.217134074,0.747267062,0.782318498,0.407336986
20,0.822682149,0.763933196,0.594277344,0.813493826,0.80449902,0.569129566,0.813571557,0.794085632,0.799241251
21,0.849469409,0.651237544,0.577072823,0.809818985,0.762970535,0.484518146,0.753435324,0.758078426,0.686693253
