,0
0,512.0
1,8954.0
2,0.8527309281804982
3,0.16302652106084242
4,0.07201929703652653
5,0.8676909944515578
6,0.0392156862745098
7,0.0061162079510703364
8,0.9668414727411777
9,0.019230769230769232
10,0.0061162079510703364
11,0.040000000000000036
12,0.0625
13,24.0
14,15.0
15,16.0
16,208.0
17,18098.0
18,17699.0
19,4.0
20,3.1447914391788596
21,4.913736623716968
