,0,1,2
0,0.834099210557323,0.8311147655343252,0.6607902197023388
1,0.8366431774503524,0.7844157694367816,0.7600869770185938
2,0.824603608529251,0.858864135642338,0.6164825962253462
3,0.7736663995012913,0.7343137904856086,0.44799205195014113
4,0.8073430201513221,0.23661625316187582,0.09990840298855197
5,0.7848828257247868,0.6564941417901544,0.35881184679198214
6,0.7137250691599524,0.7551539295419752,0.536632906308081
7,0.7837982724633226,0.8693131446969624,0.53216824874707
8,0.7750033436344121,0.7704993467022666,0.39859890044416235
9,0.7966121196940978,0.8222414049884772,0.7849535559463747
10,0.7631362020631292,0.7242525218552138,0.2686185668438625
11,0.7479556349280947,0.8553728720564684,0.36545218424284726
12,0.8456077944080469,0.8795694744478155,0.5988768977607731
13,0.7712071280361285,0.6852163186275531,0.27749369086750986
14,0.7160738493081134,0.6946392485592396,0.35518424240187424
15,0.7883188831771755,0.6260621632362591,0.2483588337886623
16,0.7808816629842759,0.8480211771177117,0.6680536554536689
17,0.734363371339859,0.8436131703858811,0.5348174190691116
18,0.8596657176357605,0.8316021021470008,0.9805718933257412
19,0.7472670618686983,0.7823184980513944,0.40733698643730876
20,0.8135715574805992,0.7940856322627495,0.7992412505549615
21,0.7534353242431615,0.7580784260881284,0.6866932528812499
