,0,1,2
0,10,100,10
1,200,10,30
2,200,25,30
3,10,25,30
4,200,50,10
5,200,10,10
6,200,50,10
7,10,25,10
8,200,50,10
9,10,10,10
10,10,100,10
11,100,10,30
12,100,10,10
13,10,200,10
14,100,25,10
15,100,25,30
16,10,200,10
17,10,50,30
18,10,200,10
19,10,50,10
20,200,50,30
21,200,10,10
