0.8123565869385022	SVC0	
0.7508849622534556	SVC1	
0.7597851604752209	SVC2	
0.8551868133817765	SVC3	
0.9644643694301361	SVC4	
0.8768389777390058	SVC5	
0.7500628132052578	SVC6	
0.8424603333416849	SVC7	
0.8782629174849707	SVC8	
0.7595712098009189	SVC9	
0.9398779675632394	SVC10	
0.8779144888424157	SVC11	
0.9831683905259551	SVC12	
0.8573935936340586	SVC13	
0.8547317393937579	SVC14	
0.8753501737508763	SVC15	
0.9272848936265781	SVC16	
0.7573109175997208	SVC17	
0.7545849164176095	SVC18	
0.7939208222112726	SVC19	
0.8449616430657081	SVC20	
0.7300472721493231	SVC21	
0.6993717752092306	SVC22	
0.8089201230592661	KNe0	
0.7800741348999165	KNe1	
0.7680065186698017	KNe2	
0.8308928492224716	KNe3	
0.9414473206249255	KNe4	
0.8555161582053874	KNe5	
0.742142460498781	KNe6	
0.8489514300674497	KNe7	
0.8616891849173427	KNe8	
0.749814045066725	KNe9	
0.9175055758009714	KNe10	
0.859037277144288	KNe11	
0.9750383457807343	KNe12	
0.8700017757701012	KNe13	
0.871964036900447	KNe14	
0.8455261907257816	KNe15	
0.8934715265767791	KNe16	
0.7383156814593883	KNe17	
0.7569025722705451	KNe18	
0.7608779520295047	KNe19	
0.8403580975434783	KNe20	
0.7445874419490113	KNe21	
0.7063755129194768	KNe22	
0.8120014266585903	Gau0	
0.8211128577636412	Gau1	
0.7990170174672387	Gau2	
0.8345500059350088	Gau3	
0.9177425454517927	Gau4	
0.8622252039718085	Gau5	
0.733005308440077	Gau6	
0.876219026906799	Gau7	
0.8325032104582023	Gau8	
0.7736600306278715	Gau9	
0.8721620529166522	Gau10	
0.8220904547006296	Gau11	
0.9198040454887231	Gau12	
0.8713762264119727	Gau13	
0.8801549311472847	Gau14	
0.8096044621444444	Gau15	
0.8546974794393819	Gau16	
0.7459860348065818	Gau17	
0.7684976502697026	Gau18	
0.7680850650421661	Gau19	
0.8408370967734964	Gau20	
0.783164429043746	Gau21	
0.7488623598358658	Gau22	
0.8264179013772436	Ada0	
0.8227800902826561	Ada1	
0.8062600889433329	Ada2	
0.8625438842162134	Ada3	
0.9585496514108789	Ada4	
0.8845229085920095	Ada5	
0.7539300062043178	Ada6	
0.8821191581687167	Ada7	
0.8721601396284839	Ada8	
0.7811419820608181	Ada9	
0.9343037624276581	Ada10	
0.8693922003042396	Ada11	
0.9798189174748216	Ada12	
0.8888594157904196	Ada13	
0.8839425007245703	Ada14	
0.8800072442231347	Ada15	
0.9188743670141818	Ada16	
0.7749938132030009	Ada17	
0.7933524156498755	Ada18	
0.8006153230344613	Ada19	
0.8626848358419184	Ada20	
0.7799852311647574	Ada21	
0.7638315338831559	Ada22	
0.7662964926099158	SVC0	
0.7109938762472774	SVC1	
0.7505020170663402	SVC2	
0.7969300189767274	SVC3	
0.942182423725743	SVC4	
0.8321759008432027	SVC5	
0.6880631822311802	SVC6	
0.7730305258477335	SVC7	
0.8298963625837719	SVC8	
0.6941019231670398	SVC9	
0.9108694885848433	SVC10	
0.8305636257777487	SVC11	
0.9784320101218839	SVC12	
0.7943755959039466	SVC13	
0.8106861366268634	SVC14	
0.8149795425854688	SVC15	
0.9125859856327849	SVC16	
0.6965527453149754	SVC17	
0.6422408414454925	SVC18	
0.8900225318663095	SVC19	
0.78699735361659	SVC20	
0.7353969503189484	SVC21	
0.6535439103456963	SVC22	
[1. 1. 1. ... 1. 1. 1.]	SVC0	
[1. 1. 1. ... 0. 0. 0.]	SVC1	
[1. 1. 1. ... 1. 1. 1.]	SVC2	
[1. 1. 1. ... 1. 1. 1.]	SVC3	
[1. 1. 1. ... 1. 1. 1.]	SVC4	
[1. 1. 1. ... 1. 1. 1.]	SVC5	
[1. 1. 1. ... 1. 1. 1.]	SVC6	
[1. 1. 1. ... 1. 1. 1.]	SVC7	
[1. 1. 1. ... 1. 1. 1.]	SVC8	
[1. 1. 1. ... 0. 0. 0.]	SVC9	
[1. 1. 1. ... 1. 1. 1.]	SVC10	
[1. 1. 1. ... 1. 1. 1.]	SVC11	
[1. 1. 1. ... 1. 1. 1.]	SVC12	
[1. 1. 1. ... 1. 1. 1.]	SVC13	
[1. 1. 1. ... 1. 1. 1.]	SVC14	
[1. 1. 1. ... 1. 1. 1.]	SVC15	
[1. 1. 1. ... 1. 1. 1.]	SVC16	
[1. 1. 0. ... 1. 1. 1.]	SVC17	
[1. 1. 1. ... 0. 0. 0.]	SVC18	
[1. 1. 1. ... 0. 0. 0.]	SVC19	
[1. 1. 1. ... 1. 1. 1.]	SVC20	
[1. 1. 1. ... 0. 0. 0.]	SVC21	
[1. 1. 0. ... 0. 1. 1.]	SVC22	
